avg_wind_speed,sol_rad,max_air_temp,min_air_temp,avg_air_temp,avg_rel_hum,avg_dewpt_temp,precip,pot_evapot,avg_soiltemp_4in_sod,OUTPUT
4.4,23.16,91.6,67.5,79.5,78.1,71.6,1.21,0.22,82.6,-3.8
3.8,17.22,81.9,66.6,74.1,79.1,66.9,0,0.15,80.6,-0.7
5.1,27.89,78.9,63.1,70.3,71.4,59.9,0,0.24,79.7,-0.5
3.2,6.73,73.4,63,67.1,80.1,60.6,0.07,0.06,77.2,2.1
3,18.98,84.6,65.6,74.1,80.5,67.5,0,0.17,76.8,3.6
4.1,24.7,87.4,63.1,76.6,72.8,66.2,0,0.23,79.2,1.9
3.4,25.24,85.7,59.8,73.9,75.6,64.9,1.62,0.23,78.4,0.8
2.8,21.48,86.3,66.9,75.2,80.6,68.4,0,0.19,78.8,2.3
3.9,18.77,89.3,68.7,76.5,84.6,71.2,0.11,0.17,79.9,2.9
2.9,7.6,76.1,66.4,71.8,89.3,68.4,0.05,0.07,79.2,2.5
2.8,24.44,88,64.7,75.9,83,70,0,0.22,79.3,1.8
3.9,16.49,87.8,69.7,78.4,84.5,73.2,0,0.15,80.4,-1.4
4,26.86,83.5,68.9,76.3,69.2,64.9,0,0.24,81.1,-3.7
4.7,13.51,81.1,65.4,72,79,64.9,0.01,0.12,79.2,-1.7
6.2,24.51,94.9,81.6,83.7,78,75.6,0,0.24,81.1,-5.2
4.6,14.06,87,69.7,78.6,80.1,71.8,0.48,0.13,82.8,-6.9
3.7,21.34,86.7,69.2,76.6,72.6,66.7,0,0.19,81.7,-5.8
5.8,25.4,82.8,65,73.9,64.7,60.4,0,0.23,81.1,-5.5
2.1,19.58,81.2,58.8,69.8,68.1,57.7,0,0.17,79,-3.4
3,23.77,83.6,57.4,71.1,72.4,60.6,0,0.21,77.4,-2.6
5.3,25.2,77.6,61.5,70,69.4,59,0,0.22,77.5,-3.2
3.1,25.75,76.9,52.7,66.7,71.8,56.8,0,0.22,75.9,-2
2.8,22.87,80.8,61.7,70.3,69.6,59.5,0,0.2,75.9,-1.8
1.6,20.49,82.4,57.8,70.3,73.2,60.4,0,0.18,75.9,-1.2
2.4,18.14,82.8,59.1,70.7,76.6,62.1,0.18,0.16,75.6,0.1
5.3,24.56,80,62.2,70.5,68.7,59,0,0.21,75.6,1.2
3,25.67,79.3,54.3,67.5,69,55.9,0,0.22,74.8,3.6
2.4,24.17,83,55,68.9,69.3,56.8,0,0.22,74.3,4.3
2.1,22.02,83.3,55.3,69.4,69.1,57.2,0,0.2,73.9,2.6
1.5,25.06,83.8,55.2,70,73.1,59.5,0,0.23,74.1,1.6
3.6,19.92,84.8,59.6,73.6,73,63.9,0,0.18,74.7,1.2
4,10.19,82.2,67.6,72.5,86.2,68,0.55,0.09,75.7,-0.5
5.8,16.13,84.6,70.3,75.9,83,70.2,0,0.15,76.8,-0.2
4,21.41,90.6,70.4,78.6,77.3,70.3,0,0.2,78.4,-2.8
6.1,23.97,78.5,63.6,72.1,65.4,59.5,0,0.21,78.6,-3.2
6.3,23.84,77.6,59,68.2,72,58.3,0,0.21,76.5,0.1
5.7,23.11,78.9,59.1,68.7,71.7,59,0,0.2,75.7,2.4
2.8,22.55,82.5,60.1,71.1,71.1,60.4,0,0.2,75.9,2.2
4.8,7.75,84.6,63.5,72.7,83.8,67.3,0.09,0.07,75.2,-0.2
4.2,18.62,83.2,62.2,74.5,73.7,64.9,0,0.17,76.6,-4.3
2.1,24.02,84.5,58.5,70.3,68.4,57.9,0,0.21,75.6,-5.1
3.8,22.44,87.8,59.1,74.3,68.3,62.4,0,0.21,75.4,-3.8
3.2,21.28,90.8,66.2,78.4,66.8,66.2,0,0.2,76.6,-5.4
2.8,19.66,90.4,68,78.6,74.5,69.4,0,0.18,78.1,-7
6.8,12.38,78.4,67.1,72.1,83.4,66.7,0,0.11,78.1,-7.9
8.2,1.4,68.6,60.3,64.2,90.6,61.5,2.05,0.01,75,-4.7
4.1,5.84,66.6,52.2,59.7,86.1,55.4,0,0.05,72.3,-0.2
2.2,18.03,76,49.8,64,79,56.7,0.01,0.15,70.5,4
2.1,15.91,75.7,59.1,65.3,79.6,58.3,0.12,0.13,71.6,1.4
5.2,8.56,72.2,55.6,62.4,87.7,58.6,0.3,0.07,71.2,-1.4
5.2,22.64,68.6,52.1,58.3,73.3,48.9,0,0.18,71.1,-1.1
4,21.9,76.4,50.8,63.1,68.5,52,0,0.18,70.2,0.7
3.1,6,72,57.2,65.1,86.1,61,0.49,0.05,70.3,2.2
3,5.35,75.3,67.4,71.4,94.2,69.6,0.75,0.05,72.1,1.1
7,10.11,85,71,77.5,82.1,71.4,0.03,0.09,74.5,-2
9.4,4.82,71.4,58.6,65.1,87.4,61.2,2.77,0.04,73,0
5.2,12.92,67.4,54.7,59.5,82.6,54,0,0.1,69.8,3.6
1.9,17.68,74.9,53.2,59.9,82.3,53.6,0,0.14,70,3.6
2,20.78,83,50.7,64.9,75.4,55.4,0,0.18,70.9,3.2
1.6,20.43,83.7,53.3,68,75.3,58.6,0,0.18,72.5,2.3
2.3,16.24,81,59.4,67.8,75.3,59.2,0,0.14,73.2,0.6
1.9,9.1,78,57.2,66,83.6,60.6,0,0.08,72.5,0
2.3,16.94,79.1,59,67.5,77.4,59.4,0,0.15,73,-0.7
1.8,16.91,83.7,57.1,68.2,75.6,59.2,0,0.15,73.4,-2
2.4,17.4,84,58.5,69.6,69.9,58.5,0,0.15,73.6,-4.9
2,17.42,87.1,55.7,70.7,70.6,59.7,0,0.16,74.1,-7.4
2,18.27,87.2,57.9,70.2,70.1,58.1,0,0.16,74.8,-9.9
3.4,19.39,81.5,55.5,66,64.5,51.4,0,0.17,73.8,-8.9
2.6,19,81.1,49.4,65.1,69.8,53.4,0,0.16,72.5,-7.2
2,11.29,84.8,56.4,68.5,75.1,59.5,0,0.1,72.3,-6.6
3.9,8.32,76.4,56.8,63.5,84.2,58.3,0.36,0.07,71.4,-4.7
5.6,14.85,63.9,49.3,55.9,70.1,45.9,0,0.11,68.7,-1.6
6,17.43,64,45.5,54.3,66.5,42.6,0,0.13,66.7,-0.1
3.8,18.12,66.9,39.7,53.1,69.3,42.1,0,0.14,64.9,-0.3
4.2,16.51,75.7,46.3,59.9,64.9,46.6,0,0.14,64.9,-0.5
4.3,17.02,73.6,46.1,58.5,64.4,45.5,0,0.14,65.3,0.4
3.6,16.32,81.4,49.1,63.7,58.1,47.3,0,0.14,65.7,1.8
3.3,13.34,82,54,67.6,62.5,53.8,0,0.12,66.7,2.4
4.6,2.22,68.2,60.5,64.4,83.1,58.8,0.19,0.02,67.1,1.3
5.4,17.67,70.1,47,57.6,71.6,47.3,0,0.14,66.6,1.4
3.3,16.96,75.5,44.9,57.9,65.2,44.4,0,0.14,64.6,0
3.5,16.68,80.1,48.6,62.4,61.8,47.7,0,0.14,64.4,-3.2
2.1,12.96,84.4,52.4,67.1,73.9,57.4,0,0.12,65.7,-5.1
3.2,14.86,87.3,57.7,72,69.2,59.9,0,0.14,67.5,-8.1
5.2,6.57,78.7,65.4,70.9,72.4,61.3,0,0.06,69.1,-9.7
4,6.55,67.2,56.3,61.7,75.4,53.6,0,0.05,68.4,-9
5.9,3.95,75.8,48.9,61.9,85.1,57.2,0.28,0.03,68,-9.9
4.7,16.04,58.5,39.1,48.6,73.4,39.7,0,0.11,64.6,-8.3
3.9,11.03,59.1,37.4,48.6,73,39.6,0,0.08,61.2,-4.9
3,15.66,63.8,40.3,48.9,74.1,40.1,0,0.11,60.6,-5.2
5.6,13.69,65.6,43.8,53.8,60.2,39.2,0,0.11,59.4,-4.2
5.6,10.65,67,45.6,54.5,72.1,45.3,0,0.08,59.4,-6.9
4.8,14.88,59.9,40.9,51.1,67.2,39.4,0,0.11,59.4,-9
6.8,14.57,60.8,43.1,50.5,48.5,30.9,0,0.11,58.1,-8.3
5.6,1.18,52.7,45.3,49.1,75.5,41,1.05,0.01,56.3,-5.8
5.5,4.36,53.3,41,47.1,86.9,43.3,0.03,0.03,56.3,-2.7
7.2,13.44,59.5,39.5,48.9,72.3,39.7,0,0.09,55.4,-0.4
9.7,13.38,59.8,39.7,50,49.5,29.3,0,0.1,55.2,2.2
8.4,8.63,45.9,32.9,39.9,56,25.3,0,0.05,52.5,6
5.1,14.2,48.4,27.3,37.6,58.8,23.5,0,0.09,50.4,7.9
3.5,13.41,62.3,31.5,43.5,60,28.8,0,0.1,49.8,8.7
5.7,13.59,71.2,38.8,54.1,50.6,35.1,0,0.11,50.5,8.3
4.9,12.32,75.6,47.9,59.5,61.9,45.5,0,0.1,53.6,1.8
2.7,11.59,75.4,42.8,58.6,74.8,50,0,0.1,55,-2.5
5.7,11.66,75.8,52.9,63.3,66.5,51.6,0,0.1,57.4,-7.2
6.5,12.17,76,52.2,62.6,57.9,46.8,0,0.1,58.5,-11
5.9,12.54,72.8,48.7,60.6,54,42.8,0,0.11,58.3,-10.5
8.3,12.23,72.3,50.6,61.3,61.2,47.3,0.02,0.1,58.5,-9
8.7,3.82,66.5,47.2,59.2,61.4,45.5,0.07,0.03,58.8,-7.9
8.4,4.54,48.6,37.6,43.2,60,30,0,0.03,55.4,-2.7
9.3,3.59,41.7,36.2,38.5,68.6,29.1,0,0.02,52.5,-2.5
6.8,3.21,37,24.6,33.6,72.5,25.5,0,0.02,50.2,-3.3
2.3,9.14,40,20,32.5,67,22.1,0,0.05,47.5,-1.6
5.5,1.48,45,35.4,40.3,83.5,35.4,0.41,0.01,47.8,-4.8
5.2,2.6,52.4,44.8,48.7,83.5,43.9,0,0.02,49.5,-6.9
8.9,6.44,55.3,40.5,48.7,82.8,43.7,0,0.04,50.9,-8.3
8.8,2.92,56.4,42.8,51.4,83.5,46.6,0.12,0.02,52.7,-13.3
10.2,2.22,43.1,34.2,37.2,77.3,30.7,0.08,0.01,50,-11.9
7.8,8.15,49,28.8,37.9,65.6,27.3,0,0.05,46.9,-8.2
7.6,4.99,39.3,28.9,34.9,59.9,21.9,0,0.03,45.9,-4
5,11.37,37,21.9,29.3,59.4,16.3,0,0.06,43,-2
9.5,10.79,54.8,28.5,39.9,61.5,27.3,0,0.07,42.6,-2.7
9.7,2.37,36.8,24.1,32.7,57.7,19.4,0,0.01,42.6,-2.9
4.5,11.1,32,16.4,23.2,57.7,9.9,0,0.05,39.4,1.2
6.2,4.12,34.1,23.6,29.1,59.7,16.7,0,0.02,38.1,3.1
6.3,10.27,48,23.9,36,64,24.4,0.03,0.06,38.7,2.1
9,8.35,48.8,34.5,42.8,63.2,29.8,0.02,0.06,41.9,-2.3
5.1,10.51,42.7,24.4,33.1,62.2,21,0,0.06,41,-2.2
1.4,10.54,52.7,21.6,33.8,68.6,23.2,0,0.06,39.9,-0.5
4.5,9.69,52.3,25.1,37.6,63.8,25.5,0,0.06,39.7,-2.3
3.5,7.59,47.4,29.6,36.9,57.7,22.6,0,0.05,40.6,-5
3.1,4.77,45.9,30.6,38.3,62,26.1,0.09,0.03,41.2,-6.3
7,2.27,34.8,32.1,33.3,92.4,31.3,0.27,0.01,40.8,-6.5
10.1,2.65,26.8,24,27.9,84.2,23.5,0.07,0.01,39.6,-5.6
8.7,9.86,41.4,26.4,33.3,70.8,24.8,0,0.05,38.8,-1.8
10.2,4.58,45.7,18.7,34.3,77.5,27.9,0.01,0.03,39.4,-2.9
7.1,9.05,29.7,14.3,20.5,67.9,11.3,0,0.04,37.4,-2
6.8,9.26,26.8,11.6,20.1,65.2,10.2,0,0.04,35.6,-0.4
12.3,6.01,37.5,14.6,28,66.9,18.3,0.01,0.03,34.9,0.3
5.9,5.06,28.5,10.2,18.9,68,9.9,0,0.02,34.3,4.5
8.5,6.99,48.2,28.3,39.7,59.5,26.6,0,0.04,34,3.6
11.8,1.33,51.9,29.2,41.4,86.1,37.4,0.58,0.01,37,-2.5
8.8,9.15,31.9,21.4,26.6,78.1,20.8,0,0.04,36.5,-2.5
6.2,7.63,39.4,20,28.8,72,20.7,0,0.04,35.4,-1.6
6.2,8.33,32.5,24.9,28.4,67.2,18.5,0,0.04,35.2,-1.6
11.9,1.99,43.6,27.7,37.4,69.4,28,0,0.01,35.2,-1.4
14.3,1.44,54.7,28.6,45.5,76.3,38.3,0.33,0.01,38.8,-5.2
10.2,4.83,28.7,7.9,12.7,71.8,5.4,0.07,0.02,37.6,-5.6
7,1.85,21.1,10.6,15.3,84,11.3,0.07,0.01,34.5,-2.7
4.2,6.46,20.2,13.9,17.1,82.7,12.6,0,0.02,34,-1.8
2.9,5,31.3,16.4,23.4,85.6,19.6,0.34,0.02,33.8,-2
8.5,1.91,41.9,28.9,32.5,89.4,29.8,0.73,0.01,33.6,-1.4
6.5,1.27,32.3,10.6,28.6,85.8,24.8,0,0.01,33.8,-0.9
15.2,7.75,10.7,0.5,3,64.4,-6.3,0,0.02,33.6,1.1
6.7,9.46,18.9,0.5,9.1,66,0.1,0,0.03,32,3.4
7.9,0.76,34.3,18.7,27.5,82.3,22.6,0.71,0,31.8,4.3
9.4,5.24,39.1,16.7,30,81.1,24.8,0.33,0.03,32.2,3.4
5.4,8.57,31.7,12,22.3,69.9,14,0,0.04,31.8,2.8
9,2.05,59,31.5,44.6,88.6,41.4,0.05,0.01,32.2,2.2
12.1,0.73,64,32,54.7,91.2,52.2,1.52,0.01,32.9,1.5
8.6,9.59,41.3,29,34.2,71.6,25.9,0,0.05,34.7,1.3
7.6,9.38,51.4,30.4,39.7,63.7,28,0,0.06,35.4,-0.5
9.8,9.44,54.8,27.4,37.4,72.4,28.8,0,0.06,36.1,-1.6
7.6,0,27.7,16.8,21.7,63.1,10.9,0,0,35.6,-1.2
8.6,8.19,34.6,20.3,28,71,19.7,0,0.02,34.6,-0.4
3.5,7.23,43.5,29.3,34.5,64.1,23,0,0.02,34.4,-0.4
6.3,1.57,50.2,31.1,38.8,86.5,35.1,0.01,0,34.4,-0.4
10.5,6.92,53,19.6,31.2,75.7,24.1,0.01,0.01,36,-2
3.9,7.56,28.7,18.4,23.1,60.9,11.3,0,0.01,34.9,-1
3.1,1,29.8,23.9,28.2,90.4,25.7,0.03,-0.01,34.5,-0.7
9.2,3.1,31.2,21.9,27.5,78.3,21.5,0,0,34.4,-1
6.3,9.98,31.1,14.1,21.5,73.4,14.2,0,0.02,34.2,-1.5
6.9,8.29,47.4,24.5,35.8,63.9,24.4,0,0.02,34,-3.1
9.7,1.3,35.7,22.6,29.1,85.4,25.3,0.15,0,34,-3.1
6.2,4.31,33,19.4,25.5,76.8,19.2,0,0.01,34,-2
5,3.48,35.1,22.2,28.1,82.3,23.4,0,0,33.9,-2
9.3,10.14,32.9,8.1,14.8,66.8,5.6,0,0.02,33.8,-2.2
11.7,5.97,33.4,-1.5,15.4,68.8,6.8,0.02,0.01,33.4,-2
8.8,11.46,5.1,-9.8,-2.7,60.5,-13.2,0,0.01,32.7,-0.9
6.5,7.49,14.9,-8,4.6,59.4,-7,0,0.01,30.9,1.4
12.8,7.59,37.3,14.6,26.6,65.1,16.3,0,0.02,30.9,0.6
5.7,2.17,33.5,20.8,27.3,84.8,23.3,0.06,0,32,-1.7
7.3,11.21,24.6,10,17.8,77.5,11.8,0.01,0.02,31.9,-1.1
5.6,11.45,24.7,10.5,16.3,76.3,9.9,0,0.02,31.6,-1.1
5.8,10.89,40.3,10.9,26.9,69.2,17.7,0,0.03,31.4,-0.4
4.9,11.48,51.5,21.4,36.1,68.4,25.9,0,0.04,31.8,-0.6
9,7.19,36.9,17.7,30.2,71.5,22,0,0.02,32.3,-0.9
7.5,11.9,18.1,5,11.6,61.1,0.4,0,0.02,31.5,-0.6
4.1,3.67,13.5,7,10.2,75.2,3.8,0.08,0,30.3,1.8
5.1,5.5,16.8,11.3,14.4,65.8,4.7,0,0.01,30.8,1.5
8,1.89,17.9,15.1,16.3,77.6,10.4,0.14,0,30.5,0.9
7.1,12.63,20.2,11.3,15.7,81.1,10.8,0.02,0.02,31,-1.9
6.6,8.29,36,16.8,25.2,75.5,18.4,0,0.02,31.2,-1.9
3.9,13.13,28.7,6.7,19.4,69.5,10.5,0,0.03,31.4,-0.5
9.5,12.38,46.6,6.4,29,70,20,0,0.04,30.9,1.2
5.9,10.82,45,29.3,37.5,60.1,24.3,0,0.03,32.1,0.3
6.1,12.16,36.5,23,30,60.9,17.5,0,0.03,32.3,0.3
12.7,11.93,27.7,4.8,14.2,64.9,4.4,0,0.02,31.4,3.2
5.4,13.59,21.9,5.5,12.5,63.3,1.9,0,0.03,29.1,7.8
8.8,12.42,35,11,23.1,64.6,12.7,0,0.03,29.3,6.2
7.8,12.5,51,26.8,39.8,73.7,31.8,0.02,0.05,30.9,5.1
8.5,9.57,67.1,44.2,52.8,76.6,45.3,0.03,0.04,32.1,4.1
4.5,4.08,44.9,29.8,34.4,85.4,30.4,0,0.01,32.4,2.7
8.9,10.48,63.3,33.7,49.5,78.1,42.7,0.04,0.04,32.6,2.2
10.4,11.17,64.6,50.4,55.7,79.9,49.2,0.04,0.05,34.6,0.1
10.6,1.88,57.3,36.7,45.9,87,42.2,1.14,0,36.9,0.2
6.6,14.29,52,32.7,40.1,61.8,26.9,0,0.06,35.5,0.2
4.5,12.66,45.4,24.8,36.5,64,24.8,0,0.04,36,-1.2
8.3,6.26,33.4,23.5,29.4,79.5,23.8,0,0.01,36.2,-1.6
7.5,12.02,33.5,22.4,27,66.8,17.2,0,0.03,35.1,-0.6
3.8,15.56,37.6,16.5,27.3,69.2,18.2,0,0.04,34.8,-0.5
9.4,4.45,41.1,29.1,34.7,78.2,28.5,0.02,0.01,34.7,-0.4
11.6,2,46.9,27.1,38.1,82.5,33.1,0.02,0,37.1,-0.9
10.1,15.85,28,16.7,22.3,58.7,9.8,0,0.04,35.7,4.5
4.9,11.8,38.1,14.3,26.8,64.6,16,0,0.03,34.8,6.4
13.4,10.5,39.3,21.1,28.8,64.1,18.1,0,0.02,34.6,2.6
7.8,16.49,31.6,13.4,21.4,61.3,9.7,0,0.04,34.5,1.3
3.2,16.27,34.3,12.4,23.7,59.6,11,0,0.04,34.3,0.8
7.4,13.55,46.5,26.7,35.8,56.5,21.4,0,0.05,34.3,0.4
5.8,15.24,62.7,35.4,46.6,60.7,33,0,0.07,36.2,-1.7
7.3,2.52,60.7,39.9,49.9,89,46.7,0.55,0,40.2,-2.7
11.5,2.97,41,24.6,32.5,80.3,27,0,0,41.2,3.7
12.3,6.35,31.9,23.6,27.2,73.7,19.9,0,0.01,37.2,9.9
11.7,17.79,30.6,18.5,23.9,61.2,12.1,0,0.05,35.8,12.3
8.2,16.79,28.2,14.2,21,63.1,10.2,0,0.04,35.1,10.4
5.8,11.38,31.8,15.1,24.1,61,12.2,0,0.03,34.7,13.6
7.3,16.6,51.6,25.7,38.2,52.8,21.8,0,0.06,34.5,9.6
13,13.28,62.5,41.9,54,69.1,44,0,0.06,37.5,2
7.6,14.22,72.7,52.9,61.6,66.8,49.9,0,0.07,44.9,-5.4
6.9,6.26,70.1,49.3,60.2,76.6,52.5,0.13,0.02,47.1,-6
12.1,11.71,68.4,41.9,54,76.1,46.4,0.09,0.05,48.1,-4.7
5.3,6.25,51,38.1,43.8,78.7,37.6,0.11,0.02,45.5,1.9
8.8,3.73,70.8,32.8,55.2,81.9,49.5,0.38,0.01,48.3,0.5
10.1,15.68,33.8,22.4,27.7,62.4,16.4,0,0.04,44.1,5.6
8.2,14.92,31.9,18.4,24.9,66.6,15.2,0,0.04,39.5,8.6
5.1,19.37,43.8,22,32.8,66.1,21.9,0,0.06,39.5,6.9
4.3,19,54,29.4,41.3,60.1,27.3,0,0.08,41.1,6.7
2.5,18.37,61.6,32.5,48,65.3,36.2,0,0.08,43.4,4.3
2.9,17.09,68.7,47.5,56.1,68.5,45.1,0.1,0.08,47.4,1.6
7.6,20,75.1,44.9,60,57.8,43.5,0,0.1,48.8,2.5
7.2,13.24,65.5,47.3,54.6,60.6,40.6,0.05,0.06,49.7,1.1
7.4,21.33,56.1,35.5,46.5,41.5,23,0,0.09,48.1,2.4
5.7,19.99,52.6,28.4,41.3,52.1,23.7,0,0.08,46.4,3.9
5.4,19.88,61.6,42,50.6,49.2,31.7,0,0.09,47.8,-1
3.5,4.75,52.7,40.2,48,68.8,38.1,0.2,0.01,47.7,-3.7
8.6,12.02,71.8,51.9,59.8,53.9,42.9,0,0.05,49,-4.5
12.2,8.19,70.1,50.6,60.3,66.1,48.4,0.42,0.03,51.3,-4.6
5.9,19.27,54.4,38.8,46.6,65.6,35.4,0,0.08,50.8,-3.9
3.4,13.5,59.7,44.4,50.5,63.2,38.2,0,0.06,50.5,-1.5
10.9,18.11,52.6,37.8,44.6,70.7,35.6,0,0.07,50.3,-1.4
14.1,1.67,42.2,33.7,37.5,83.4,32.9,0.95,0,46.8,1.9
9.8,16.15,45.9,30.9,36.4,78.6,29.7,0.24,0.06,44,4.2
6.9,21.96,58.8,28.6,45.5,64.5,33.3,0,0.09,44.5,0.4
10.3,9.67,60.3,40.7,49.7,66.2,38.2,0.26,0.04,46.7,-2.6
7.4,20,58,37.5,49.1,48.8,30,0,0.09,46.9,-1.2
9.8,11.39,62.2,41.2,52.5,61.4,38.6,0.48,0.05,49,-1.8
8.7,24.01,56,37.2,45.6,59.9,31.3,0.01,0.1,48.9,-1.3
5.3,22.49,60.8,33.7,49.2,56.5,33.1,0,0.1,48.7,-1.2
8.5,7.71,62.1,33.1,48.7,77.6,41.8,0.23,0.03,48.2,-0.5
11.6,6.99,41.4,32.7,36.5,71.4,27.8,0.02,0.02,44.9,2.3
8.5,24.38,49.8,30.3,40,54.4,23.7,0,0.1,44.1,2.3
5,23.54,57.9,30.5,46,49.8,27.2,0,0.11,45.7,2
3.6,14.52,58.7,31.9,47.2,64,33.8,0.52,0.06,47.2,3.6
12.2,2.76,48.3,40,44.5,77.4,37.6,0.41,0,47.6,5.9
7.1,25.12,55.2,34,44.9,55.2,29.4,0,0.11,47.5,6.9
8.1,15.19,55.4,33.1,46.3,55.6,30.6,0,0.06,47.7,7.4
6.7,3.14,48.8,40.9,44.7,90.7,42.1,0.5,0,47.2,6.8
7.3,4.79,46.9,38.3,42.8,81.5,37.4,0,0.01,46.4,4.1
5.6,22.23,59.3,36.5,48.3,66.6,37.1,0,0.1,47.7,3.4
5.2,22.07,63.7,39.6,52.7,70,42.7,0,0.1,50.8,2.7
4.2,25.43,72.2,43.5,59.5,54.9,42.4,0,0.13,53.5,4
3.3,10.43,70.7,49.6,59.9,75.3,51.7,0.06,0.05,54.4,6.2
6.3,2.77,58.6,50,56.5,93.1,54.5,0.64,0,55.1,7.1
11.8,20.86,58.1,42.5,50.2,64.5,38.1,0,0.09,54,7.7
9.4,13.94,58.5,39.1,46.9,56.1,31.4,0,0.06,50.5,10.3
6.1,24.6,70.4,37.8,55.6,48,34.8,0,0.13,51.1,9.6
7.8,18.64,74.8,45.8,62.6,52.3,44.4,0,0.1,53.5,8.9
10.6,17.1,84,57.1,71.2,54.4,52.9,0,0.09,57.5,3.7
11.8,21.92,85,65.7,74.4,57.1,57.5,0,0.13,60.6,-0.2
12.7,21.22,83.2,66,74.4,50.5,53.7,0,0.12,62.2,-1.1
7.6,4.82,71.9,60.5,65.4,79.3,58.4,1.56,0.01,61.7,-0.5
6.3,6.49,60.9,51,54.5,92.1,52.2,0,0.02,60.8,1.7
4.8,11.13,70.3,50,60.5,87.2,56.5,0.07,0.05,60.7,2.9
8,12.57,74.4,61.4,66.8,83.8,61.6,0.97,0.06,62.4,2.2
4.7,4.72,63,45.5,54.7,83.3,49.6,0.42,0.01,61.2,3.3
3.1,19.35,65.3,45.7,56.2,64.9,43.4,0,0.09,60.4,3.5
2.2,16.75,66.8,46.4,58,63.1,43.6,0,0.08,61.1,0.8
1.5,13.98,69.8,50.4,60.7,56.8,43.7,0,0.07,61.2,2.3
3,19.69,73.4,52.6,63.8,60.4,48.8,0,0.1,62.5,0.8
4.7,18.12,73.9,60.2,65.8,70.5,55.6,0,0.09,63.6,-0.5
5.1,20.24,80.8,57.4,66.1,77.2,57.6,0.88,0.11,64.6,1.4
4,11.25,75.3,59.2,64.7,84.2,59.4,0.25,0.05,64.5,0.3
7.5,23.22,68,49.1,59.9,58.3,45,0,0.12,63.9,0.4
4.2,19.93,68.9,42.9,57.8,64.6,44.9,0.01,0.1,61.9,0.4
3.3,27.91,69.2,48,58.5,61.2,43.4,0,0.15,63.5,-1.4
6,27.19,71.3,46,61.3,55.8,43.9,0.01,0.15,63.3,0.6
10,6.62,75.3,58.7,67,81.3,60.9,1.36,0.02,63.1,2.9
4.6,28.11,72.5,56.9,62.9,57.7,46.9,0,0.15,66,1.9
4.7,8.97,78.2,57.8,64.7,79,57.9,1.4,0.04,64.8,5.1
7.7,19.07,62.6,44.4,56.7,69.4,46.2,0,0.09,64.3,6.8
3.1,27.18,62.7,38.4,51.6,57,34.8,0,0.13,62.3,8.9
5.1,26.04,67.4,44.3,58,49.9,37.9,0,0.13,62.1,7.1
6.8,28.95,78.5,52.2,66.3,48.4,45.7,0,0.16,63.9,6.4
6.6,29.65,80.4,56.8,69.7,46.2,46.8,0,0.17,66,5.4
4.5,28.26,84,57.9,71.8,53.7,53,0,0.17,67.9,0.1
1.9,23.01,86.2,61.7,73.1,66.2,59.5,0,0.13,69.9,-0.8
2.3,19.46,86.7,62.5,74,65,60.1,0,0.11,71.1,-1.6
4.5,20.73,85.1,61.1,72.4,68.6,60.4,0.34,0.12,71.2,-1.2
7,5.05,71,57,64.9,86.3,60.7,0.57,0.01,69.2,2.1
5.6,13.58,77.1,66.2,70.3,86.6,66,0.09,0.07,70.3,1.4
6,19.53,78.9,63.4,70.4,79.1,63.4,0.01,0.11,71.4,-2.7
5.1,5.91,63.6,56,59.8,84.1,54.9,0.5,0.02,68,-0.8
4.7,26.48,80.3,58.4,69.5,65.5,56.9,0,0.15,69.1,-0.7
6,21.47,82.6,58,70,62,55.8,0.06,0.12,69.5,-0.7
3.7,28.52,78.2,50.3,67.8,44,43.7,0,0.16,70,-0.8
7.7,26.22,91.3,66.6,77.6,55.9,59.7,0.01,0.16,71.3,-0.9
4.9,21.55,85,63.9,71,78.7,63.6,0,0.12,71.7,-0.5
9,10.86,65.4,55.1,60.3,80.4,54.1,0.02,0.05,68.7,4.2
4.8,27.27,69.5,49.5,59.3,59.6,44.7,0,0.14,67.2,5
2.6,27.91,80,46.8,65.4,56.2,47.1,0,0.16,68.4,3.2
7,23.55,80.7,59.5,71.5,51.2,51.4,0,0.13,68.8,4.1
5,14.14,83.6,63.9,72.5,66.3,60.4,0,0.07,69.2,4.5
6.5,15.12,82.5,63.2,73.8,71.5,63.8,0.04,0.08,70.4,1.2
3.1,20.79,75.5,56.9,66.8,72.2,57.2,0,0.11,71.2,0.2
3.4,20.21,80.5,63.1,71,82.8,65.1,1.7,0.11,72.9,1.8
5.8,11.79,70.8,61.7,66.7,87.3,62.7,0.06,0.05,72.2,3.4
3.8,26.61,75.3,57.6,67,78.6,59.8,0,0.15,71.6,5.9
3.8,20.05,82.9,63.1,71.4,76.4,63.4,0,0.11,72.9,5.9
3.9,16.17,77.1,61,69.6,76,61.5,0,0.08,73.7,5.3
2.7,9.82,74.7,64.5,69.1,79.1,62.2,0.04,0.04,71.6,9.6
4.4,14.94,81.5,67.4,72.1,82.1,66.1,0.37,0.08,71.4,11.6
3.6,25.55,88.8,68.8,78.3,72.2,68,0,0.15,74.7,7.8
6.6,21.16,90.7,68.6,80.4,73,70.7,0.07,0.13,75.6,7.2
7.1,21.49,92.6,71.2,80.8,74.3,71.3,0.87,0.13,77.5,5.1
3.8,27.34,89.6,68.7,77.8,73.6,67.8,0,0.17,78.8,2.6
3.1,20.84,89.6,71.1,80.4,78.3,72.7,0,0.12,79,-0.5
